title,author,rating,isbn,language,pages,ratings_count,reviews_count,year,publisher
Un café lejos de aquí,Z.Z. Packer/María Pérez López de Heredia,3.84,8496454339,spa,283,8,0,7/1/2006,Tropismos
You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,0807071277,eng,214,2543,141,9/5/2002,Beacon Press
Declarations of Independence: Cross-Examining American Ideology,Howard Zinn,4.26,0060921080,eng,341,732,25,10/23/1991,Harper Perennial
Citas Celestiales,Alexander McCall Smith/Marta Torent López de Lamadrid,3.16,8489367159,spa,190,1,0,11/1/2006,Umbriel
Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,0385722435,eng,208,23926,4356,9/17/2002,Anchor
Daisy Miller and Other Stories,Henry James/Jean Gooder,3.52,0192835432,eng,352,558,40,11/19/1998,Oxford University Press
The Turn of the Screw/Daisy Miller,Henry James,3.61,0440391547,eng,192,959,55,8/1/1954,Laurel
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard Preston,4.12,0385495226,eng,352,85408,4334,6/15/1999,Anchor Books
The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,0552143030,eng,384,163,26,8/1/1995,Corgi
Gardening with a Wild Heart: Restoring California's Native Landscapes at Home,Judith Larner Lowry,4.29,0520251741,eng,267,12,2,3/19/2007,University of California Press
Teacher's Pet (Wild at Heart  #7),Laurie Halse Anderson,4.05,1584850558,en-US,128,170,5,12/31/2001,American Girl Publishing Inc
Homeless (Wild at Heart  #2),Laurie Halse Anderson/Mark Salisbury,4.06,1584850450,eng,126,415,32,6/29/2000,American Girl Publishing Inc
Hear the Wind Blow,Mary Downing Hahn,4.07,0618181903,eng,224,266,45,5/19/2003,Clarion Books
Case Histories (Jackson Brodie #1),Kate Atkinson,3.83,0316010707,eng,389,67271,5246,10/17/2005,Back Bay Books
Three Case Histories,Sigmund Freud/Philip Rieff,3.9,0684829452,eng,282,622,21,11/1/1996,Touchstone
Michael Tolliver Lives (Tales of the City  #7),Armistead Maupin,3.93,0060761350,en-US,277,583,82,6/12/2007,Harper
Back to Barbary Lane: The Tales of the City Omnibus (Tales of the City  #4-6),Armistead Maupin,4.44,0060166495,eng,720,514,11,11/26/1991,Harper
The Intuitionist,Colson Whitehead,3.68,0385493002,eng,255,7473,903,1/4/1999,Anchor Books
John Henry Days,Colson Whitehead,3.65,0385498209,eng,400,1940,186,5/14/2002,Anchor
Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,4.21,0465083617,en-US,320,9845,703,1/17/2003,Basic Books
The Custard Kid (Black Cats),Terry Deary,4.4,0713659890,eng,62,5,0,10/31/2001,A & C Black (Childrens books)
The Magus,John Fowles,4.05,0316296198,eng,656,38247,1915,1/4/2001,Back Bay Books
The Magus of Freemasonry: The Mysterious Life of Elias Ashmole—Scientist  Alchemist  and Founder of the Royal Society,Tobias Churton,4.1,1594771227,eng,303,28,5,6/27/2006,Inner Traditions
The Myth of the Magus (Canto Original),Elizabeth M. Butler,3.73,0521437776,eng,320,27,2,4/15/1993,Cambridge University Press
Cards on the Table (Hercule Poirot  #15),Agatha Christie,3.92,0425205959,eng,324,25236,1046,7/5/2005,Berkley
A Murder Is Announced (Miss Marple  #5),Agatha Christie,3.98,1579126294,eng,288,33195,1220,9/30/2006,Black Dog & Leventhal Publishers
And Then There Were None,Agatha Christie,4.26,0312330871,eng,264,625767,18785,5/3/2004,St. Martin's Press
Sleeping Murder (Miss Marple  #13),Agatha Christie,3.95,0002317850,eng,242,19657,884,8/4/2003,Dodd Mead; 1st edition (September 1976)
Agatha Christie: An Autobiography,Agatha Christie/Robert Welch Herrick,4.27,0006353282,eng,560,4296,310,1/2/2001,HarperCollins
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,0425200450,eng,322,145660,5711,8/31/2004,Berkley
Evil Under the Sun (Hercule Poirot  #24),Agatha Christie,3.97,1579126286,eng,220,36334,975,9/1/2006,Black Dog & Leventhal Publishers
Hallowe'en Party (Hercule Poirot  #39),Agatha Christie,3.66,0007120680,eng,336,20656,1246,9/3/2001,Harper
One  Two  Buckle My Shoe (Hercule Poirot  #23),Agatha Christie/Hugh Fraser,3.76,1572703857,eng,0,14388,411,3/16/2004,HarperCollins Publishers
A Caribbean Mystery,Agatha Christie/Rosalind Ayres,3.8,1572705493,eng,0,49,10,10/9/2006,Audiogo
Crooked House,Agatha Christie,4.04,031298166X,eng,276,24849,1429,8/19/2002,Minotaur Books
The Body in the Library (Miss Marple  #3),Agatha Christie,3.85,157912626X,eng,191,46454,1675,9/1/2006,Black Dog & Leventhal Publishers
Witness for the Prosecution and Selected Plays,Agatha Christie,4.05,000649045X,eng,352,3967,67,10/7/1995,HarperCollins Publishers Ltd
The A.B.C. Murders (Hercule Poirot  #13),Agatha Christie,4.01,1579126243,eng,252,69806,2470,9/1/2006,Black Dog & Leventhal Publishers
Partners in Crime (Tommy and Tuppence #2),Agatha Christie,3.77,0007111509,eng,347,10106,520,1/1/2001,HarperCollins Publishers
The Murder of Roger Ackroyd (Hercule Poirot  #4),Agatha Christie,4.24,1579126278,eng,288,103149,5659,9/1/2006,Black Dog & Leventhal Publishers
Dead Man's Folly (Hercule Poirot  #33),Agatha Christie/David Suchet,3.79,1572705477,eng,6,12256,393,9/8/2006,BBC Audiobooks
Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),Agatha Christie/Hugh Fraser/David Suchet,3.92,1572704721,eng,8,5473,144,7/26/2005,AudioGO
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,1579126251,eng,288,121099,2237,9/1/2006,Black Dog & Leventhal Publishers
The Listerdale Mystery And Eleven Other Stories,Agatha Christie/Hugh Fraser,3.56,1572704977,eng,0,1824,89,1/11/2006,AudioGO
The Mystery of the Blue Train (Hercule Poirot  #6),Agatha Christie,3.8,1579126952,eng,317,23274,1053,3/30/2007,Black Dog & Leventhal Publishers
The Unexpected Guest: A Play In Two Acts,Agatha Christie,3.83,0573014671,eng,100,2813,167,11/12/2010,Samuel French Ltd
After the Funeral,Agatha Christie,3.87,0002310198,eng,251,47,4,7/2/2001,HarperCollins
Cat Among the Pigeons (Hercule Poirot  #34),Agatha Christie,3.83,0425205967,eng,352,21230,735,7/5/2005,Berkley
The Mysterious Affair at Styles (Hercule Poirot  #1),Agatha Christie,3.99,0646418432,eng,121,196377,3885,10/21/2002,Deodand
Absent in the Spring and Other Novels (Mary Westmacott Omnibus  #1--Absent in the Spring  Giant's Bread  The Rose and the Yew Tree),Mary Westmacott/Agatha Christie,4.18,0312273223,eng,656,97,11,9/22/2001,Minotaur Books
Hercule Poirot's Christmas (Hercule Poirot  #20),Agatha Christie,3.94,0007120699,eng,335,26085,1497,9/1/2001,HarperCollins Publishers
Black Coffee (Hercule Poirot  #45.5),Charles Osborne/Agatha Christie,3.5,0312970072,eng,304,10356,622,9/15/1999,St. Martin's Paperbacks
Hercule Poirot's Christmas: A BBC Radio 4 Full-Cast Dramatisation,Agatha Christie/Michael Bakewell/Peter Sallis/Cyril Luckham/Edward De Souza/Rachel Gurney/Nicky Henson/Deryck Guyler,3.94,0563535113,eng,2,52,8,11/5/2001,BBC Audiobooks
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,1579126235,eng,266,1520,238,9/1/2006,Black Dog & Leventhal Publishers
Death on the Nile (Hercule Poirot  #17),Agatha Christie,4.1,1579126898,eng,351,674,91,3/30/2007,Black Dog & Leventhal Publishers
Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,3.83,0007121008,eng,328,572,74,7/1/2002,HarperCollins Publishers
The Most of P.G. Wodehouse,P.G. Wodehouse,4.48,0743203585,eng,701,1872,106,11/1/2000,Simon & Schuster
Full Moon (Blandings Castle  #7),P.G. Wodehouse,4.17,1585678368,eng,272,1860,131,11/23/2006,Harry N. Abrams
How Right You Are  Jeeves (Jeeves  #12),P.G. Wodehouse,4.17,0743203593,eng,206,2769,156,11/1/2000,Touchstone
Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,4.39,0140059024,eng,557,3169,137,9/29/1983,Penguin Books
Spring Fever,P.G. Wodehouse,4.05,158567575X,eng,276,483,31,10/21/2004,Harry N. Abrams
Carry On  Jeeves (Jeeves  #3),P.G. Wodehouse,4.27,1585673927,eng,273,15598,771,3/31/2003,The Overlook Press
Lord Emsworth and Others (Blandings Castle  #5.5),P.G. Wodehouse,4.16,1585672777,eng,268,1099,77,5/13/2002,The Overlook Press
The Mating Season (Jeeves  #9),P.G. Wodehouse,4.26,1585672319,eng,272,4616,287,1/1/2002,Harry N. Abrams
Thank You  Jeeves (Jeeves  #5),P.G. Wodehouse,4.24,1585674346,eng,263,5700,308,9/15/2003,Harry N. Abrams
Big Money,P.G. Wodehouse,3.93,014000937X,eng,288,1117,78,9/3/1991,Penguin Books
Much Obliged  Jeeves,P.G. Wodehouse,4.23,1585675261,eng,208,701,64,4/12/2004,Harry N. Abrams
The Inimitable Jeeves (Jeeves  #2),P.G. Wodehouse,4.24,0140284125,eng,240,7442,320,6/1/2000,Penguin Books
Thank You  Jeeves,P.G. Wodehouse/Jonathan Cecil,4.24,1572704616,eng,6,66,23,5/26/2005,AudioGO
Money in the Bank,P.G. Wodehouse,4.13,1585676578,eng,290,321,27,4/7/2005,Harry N. Abrams
The Luck of the Bodkins,P.G. Wodehouse,4.08,1585673366,eng,358,1290,88,10/23/2002,Harry N. Abrams
Joy in the Morning,P.G. Wodehouse/Chris Miller,4.34,0563557354,eng,2,49,7,4/6/1998,BBC Audiobooks
The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,3.78,1572704578,eng,9,11167,297,7/13/2005,AudioGO
Dead Man's Folly (Hercule Poirot  #33),Agatha Christie,3.79,0007121075,eng,288,619,75,7/1/2008,HarperCollins Publishers
Hercule Poirot's Casebook (Hercule Poirot  #42),Agatha Christie,4.31,0399150218,eng,861,1865,52,12/1/1998,G.P. Putnam's Sons
The Husband,Dean Koontz,3.8,0553804790,eng,400,39604,1527,5/30/2006,Bantam
City of Night (Dean Koontz's Frankenstein  #2),Dean Koontz/Ed Gorman,3.98,0553587897,en-US,455,1060,116,7/26/2005,Bantam Books
Sole Survivor,Dean Koontz,3.78,0553589490,eng,403,23244,547,7/25/2006,Bantam Books
Forever Odd (Odd Thomas  #2),Dean Koontz,3.97,0553588265,eng,364,61555,2263,10/31/2006,Bantam Books
Life Expectancy,Dean Koontz,4.01,0553588249,eng,476,26983,1568,10/25/2005,Bantam Books
The Raphael Affair (Jonathan Argyll  #1),Iain Pears,3.54,0425178927,eng,257,102,10,2/1/2001,Berkley Books
The Dream of Scipio,Iain Pears,3.73,1573229865,eng,416,3311,320,6/3/2003,Riverhead Books
Welcome to the Great Mysterious,Lorna Landvik,3.78,0345442741,eng,368,2432,202,1/2/2002,Ballantine Books
Oh My Stars,Lorna Landvik,3.89,0345468368,eng,416,5500,514,2/28/2006,Ballantine Books
Your Oasis on Flame Lake,Lorna Landvik,3.59,0449002985,eng,320,2194,129,6/16/1998,Ballantine Books
Patty Jane's House of Curl,Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti,3.86,0804114609,eng,304,8950,505,6/28/1999,Ivy Books
The Tall Pine Polka / Your Oasis on Flame Lake,Lorna Landvik,3.99,0345487664,eng,752,177,7,10/4/2005,Ballantine Books
Anne's House Of Dreams,L.M. Montgomery,4.14,1406942359,eng,192,2,0,11/3/2006,Hard Press
Poirot: The Complete Ariadne Oliver  Vol. 2,Agatha Christie,4.21,0007190689,en-US,727,85,4,6/1/2005,HarperCollins Publishers
The Phantom Tollbooth,Norton Juster/Jules Feiffer,4.21,0375806709,en-US,256,871,56,5/9/2000,Random House Books for Young Readers
The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),Fred Saberhagen,3.81,0812511182,eng,250,1247,9,6/15/1991,Tom Doherty Associates
The Fourth Book of Lost Swords: Farslayer's Story (Lost Swords  #4),Fred Saberhagen,3.84,0812552849,en-US,252,1784,8,3/15/1990,Tor Books
Berserkers: The Beginning (Berserkers  #1 & #5),Fred Saberhagen,3.7,0671878840,eng,377,232,23,6/1/1998,Baen
The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8),Fred Saberhagen,3.88,0812505778,en-US,255,1233,11,6/15/1995,Tor Fantasy
Ariadne's Web (Book of the Gods  #2),Fred Saberhagen,3.67,0812590465,eng,432,172,3,1/15/2001,Tor Fantasy
The Arms of Hercules (Book of the Gods  #3),Fred Saberhagen,3.7,0812566807,eng,352,150,1,4/15/2002,Tor Books
Berserker: Blue Death (Berserker  #8),Fred Saberhagen,3.71,0812553292,en-US,282,254,8,9/28/1987,Tor Books
Daughter of Fortune,Isabel Allende/Margaret Sayers Peden,3.91,0061120251,eng,432,97539,2733,5/2/2006,Harper Perennial
My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,3.85,006054564X,en-US,199,4844,359,5/27/2003,Harper
Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,3.64,0060930179,eng,320,3732,195,4/7/1999,Harper Perennial
Of Love and Shadows,Isabel Allende/Margaret Sayers Peden,3.97,0553383833,eng,304,17808,403,8/30/2005,Dial Press Trade Paperback
Strange Relations,Philip José Farmer,3.71,1416509348,eng,476,291,14,2/7/2006,Baen Books
The Black Tower (Philip José Farmer's The Dungeon  #1),Richard A. Lupoff/Bruce Coville/Philip José Farmer/Charles de Lint/Robin Wayne Bailey/Robert Gould,3.29,0553273469,eng,339,515,19,7/1/1988,Spectra Books
Dayworld (Dayworld #1),Philip José Farmer,3.64,0441140017,eng,258,1315,68,3/1/1986,Ace Books
The Dungeon 2 (Philip José Farmer's The Dungeon  Omnibus Volume 2: Valley of Thunder/Lake of Fire),Charles de Lint/Robin Wayne Bailey/Philip José Farmer,3.5,0743458532,eng,608,50,0,5/1/2003,iBooks
Pictures by J.R.R. Tolkien,J.R.R. Tolkien/Christopher Tolkien,4.47,0395606489,eng,102,531,14,10/1/1992,Houghton Mifflin
The J.R.R. Tolkien Handbook: A Comprehensive Guide to His Life  Writings  and World of Middle-Earth,Colin Duriez/Brian Sibley,3.72,0801030145,en-US,316,32,2,11/1/2002,Baker Books
Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,0141303352,eng,89,50,2,4/29/1999,Puffin
The Infinite Plan,Isabel Allende,3.72,0060924985,eng,384,7347,300,3/4/1994,Harper Perennial
Ines of My Soul,Isabel Allende/Margaret Sayers Peden,3.93,0061161578,eng,528,62,13,11/7/2006,Harper
Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,4.43,0140290117,eng,560,2059,90,11/1/2000,Penguin Books
The Book of Imaginary Beings,Jorge Luis Borges/Margarita Guerrero/Peter Sís/Andrew Hurley,4.09,0143039938,eng,236,5007,238,9/26/2006,Penguin Books
Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,4.45,1853995908,spa,232,90,4,12/9/1999,BCP/Duckworth Publishing
This Craft of Verse,Jorge Luis Borges/Călin-Andrei Mihăilescu,4.32,0674008200,eng,160,811,70,3/30/2002,Harvard University Press
Doyle Brunson's Super System,Doyle Brunson/Mike Caro/David  Reese/Joey Hawthorne/David Sklansky/Bobby Baldwin,3.94,1580420818,eng,605,2080,73,12/31/2002,Cardoza
Color Drawing: Design Drawing Skills and Techniques for Architects  Landscape Architects  and Interior Designers,Michael E. Doyle,4.26,0471292451,eng,360,161,3,6/30/1999,Wiley
The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Brian  Doyle/Mary Miller Doyle,4.01,0870710931,eng,208,160,43,4/1/2006,Oregon State University Press
The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,3.39,0803266553,eng,189,208,38,10/1/2006,Bison Books
Vampire Hunter D Volume 06: Pilgrimage of the Sacred and the Profane,Hideyuki Kikuchi/Yoshitaka Amano,4.1,1595821066,en-US,208,844,26,11/22/2006,Digital Manga Publishing / Dark Horse
Vampire Hunter D Volume 05: The Stuff of Dreams,Hideyuki Kikuchi/Yoshitaka Amano,3.99,1595820949,en-US,208,1083,26,9/13/2006,Digital Manga Publishing / Dark Horse
Demon Deathchase (Vampire Hunter D  #3),Hideyuki Kikuchi/Yoshitaka Amano,4.02,1595820310,eng,211,1506,53,1/18/2006,Digital Manga Publishing / Dark Horse
Vampire Hunter D Volume 04: Tale of the Dead Town,Hideyuki Kikuchi/Yoshitaka Amano,3.92,1595820930,en-US,205,1158,30,5/24/2006,Digital Manga Publishing / Dark Horse
Vampire Hunter D Volume 07: Mysterious Journey to the North Sea - Part One,Hideyuki Kikuchi/Yoshitaka Amano,4.27,1595821074,en-US,209,1062,19,5/7/2007,Digital Manga Publishing / Dark Horse
Coffin: The Art of Vampire Hunter D,Yoshitaka Amano,4.58,1595820612,eng,199,596,16,11/1/2006,Dark Horse Books
Paradise Lost and Paradise Regained,John Milton/Christopher Ricks/Susanne Woods,4.08,0451527925,en-US,357,329,29,11/1/2001,Signet Classics
Paradise Lost,John Milton/Merritt Y. Hughes/David Scott Kastan,3.82,0872207331,eng,427,328,37,9/15/2005,Hackett Publishing Company  Inc.
Leviathan,Thomas Hobbes/Edwin M. Curley,3.7,0872201775,eng,672,500,32,3/1/1994,Hackett Publishing Company  Inc.
The Book of Leviathan,Peter Blegvad,4.16,1585670987,en-US,160,631,52,4/23/2001,Harry N. Abrams
Democracy in America,Alexis de Tocqueville/Isaac Kramnick/Gerald Bevan,4.02,0140447601,eng,992,18925,523,4/24/2003,Penguin Classics
Democracy in America,Alexis de Tocqueville/Harvey Mansfield/Delba Winthrop,4.02,0226805360,eng,722,390,40,4/1/2002,University of Chicago Press
Magic Carpet Ride: The Autobiography of John Kay and Steppenwolf,John     Kay/John Einarson,4.1,1550821083,eng,372,10,2,10/1/1994,Quarry Press
Steppenwolf Theatre Company : Twenty-Five Years of an Actor's Theater,Victor Skrebneski,4.25,1570715831,eng,144,8,2,12/1/2000,Sourcebooks
The Glass Bead Game,Hermann Hesse/Richard Winston/Clara Winston/Theodore Ziolkowski,4.11,0312278497,eng,558,24967,934,12/6/2002,Picador
The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,3.67,0812969901,eng,149,45626,1721,2/8/2005,Modern Library
The Sorrows of Young Werther and Selected Writings,Johann Wolfgang von Goethe/Catherine Hutter/Marcelle Clements,3.8,0451529626,eng,255,971,38,7/5/2005,Signet Classics
The Sorrows of Young Werther,Johann Wolfgang von Goethe/Nathan Haskell Dole/Thomas Carlyle/R. Dillon Boylan,3.67,159569045X,en-US,104,16,0,8/15/2006,MONDIAL
The Dream Master,Roger Zelazny,3.64,0575073438,eng,160,12,0,12/31/2010,Gollancz
The Queen's Necklace,Teresa Edgerton,3.61,0380789116,eng,592,99,14,7/3/2001,Harper Voyager
Goblin Moon (The Goblin Moon Duology #1),Teresa Edgerton,3.79,0441294278,eng,293,244,36,2/1/1991,Ace
The Work of the Sun (The Green Lion Trilogy #3),Teresa Edgerton,4.0,0441909116,eng,258,157,5,3/1/1990,Ace
The Castle of  the Silver Wheel,Teresa Edgerton,3.94,0441092756,eng,278,89,4,2/1/1993,Ace
China and Japan (Myths and Legends),Donald A. Mackenzie,3.52,0517604469,eng,404,23,3,3/27/1988,Crescent
A Madman Dreams of Turing Machines,Janna Levin,3.68,1400040302,eng,230,1136,180,8/22/2006,Alfred A. Knopf
Turing and the Universal Machine: The Making of the Modern Computer,Jon Agar/Jon Turney,3.33,1840462507,eng,153,56,6,4/23/1997,Totem Books
Ad Infinitum... The Ghost in Turing's Machine: Taking God Out of Mathematics and Putting the Body Back In. An Essay in Corporeal Semiotics,Brian Rotman,4.06,0804721289,en-US,224,17,2,9/1/1993,Stanford University Press
Heart of Darkness,Joseph Conrad,3.42,1599869500,eng,101,1363,58,9/24/2006,Filiquarian Publishing  LLC.
Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,044101237X,eng,211,6329,145,12/28/2004,Ace
Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,1416505512,eng,262,10249,356,4/1/2005,Pocket Books
The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,0441094996,en-US,388,19427,572,6/1/1988,Ace Books
The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,0312875576,en-US,342,788,45,5/17/2002,Tor Books
Citizen of the Galaxy,Robert A. Heinlein,3.99,1416505520,eng,288,11800,413,5/1/2005,Pocket Books: Gallery Books
The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,0340837942,eng,288,93782,2466,3/14/2005,Hodder & Stoughton
Roverandom,J.R.R. Tolkien/Wayne G. Hammond/Christina Scull,3.87,0395957990,eng,128,471,70,6/30/1999,Houghton Mifflin Harcourt
The Mysteries of Pittsburgh,Michael Chabon,3.64,0060790598,eng,320,21823,1518,7/5/2005,Harper Perennial
Summerland,Michael Chabon,3.55,0786816155,eng,500,619,69,3/1/2004,Miramax
The Yiddish Policemen's Union,Michael Chabon,3.71,0007149824,eng,414,53300,5699,5/1/2007,HarperCollins
The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3.0,0091895812,eng,352,1,1,8/1/2004,Ebury Press
The Disappointment Artist,Jonathan Lethem,3.63,1400076811,eng,149,1613,129,3/14/2006,Vintage
The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,3.67,0156032481,eng,304,1158,95,3/5/2007,Mariner Books
You Don't Love Me Yet,Jonathan Lethem,2.81,038551218X,eng,225,3854,547,5/29/2007,Doubleday Books
Gun  With Occasional Music,Jonathan Lethem,3.77,0156028972,eng,271,8141,786,9/1/2003,Mariner Books
As She Climbed Across the Table,Jonathan Lethem,3.67,0375700129,eng,212,4488,380,2/24/1998,Vintage
Living With the Passive-Aggressive Man,Scott Wetzler,4.03,0671870742,en-US,208,208,30,10/1/1993,Touchstone
